FIPS,expected population,net migrants,migration rate
50023,58952,312,25.70000000000001
50025,44280,19,14.2
50027,56923,-528,25.499999999999996
51001,38558,-5306,-199.2
51007,11584,1094,105.0
51009,32047,276,13.400000000000004
51011,13781,1166,106.5
51017,4763,-64,-11.3
51021,6609,185,44.4
51023,30441,2549,164.1
51025,18414,-833,-51.5
51027,26216,-2211,-108.7
51029,15600,1639,143.20000000000005
51033,23345,5285,326.6
51036,7018,272,20.299999999999986
51037,12362,231,10.7
51043,12582,1395,166.4
51045,5037,116,42.3
51047,36740,10054,352.19999999999993
51049,9217,841,128.70000000000002
51051,16050,-231,-14.799999999999995
51057,10001,1169,132.2
51061,58288,6826,199.2
51063,13849,1358,133.70000000000002
51065,21394,4247,279.6
51067,47923,8064,189.6
51071,16329,870,61.0
51073,35368,1387,60.2
51075,17321,4374,351.2000000000001
51079,16494,1869,140.4
51085,89968,9641,161.0
51091,2352,-55,-10.79999999999999
51093,30443,4809,200.40000000000003
51097,6519,426,90.1
51099,18550,5052,376.69999999999993
51101,13850,2071,234.0
51103,10444,917,28.59999999999999
51105,22839,2694,164.39999999999995
51107,208970,104209,809.9
51109,26558,6568,323.4
51111,12948,28,19.7
51113,12677,585,65.49999999999999
51115,8615,315,51.9
51117,31584,1235,4.000000000000001
51119,9290,1635,214.0
51125,14315,662,38.60000000000001
51127,13972,4424,457.8
51131,12793,-378,-94.29999999999998
51133,11572,731,59.49999999999999
51135,15664,289,9.5
51137,26384,7048,344.7999999999999
51139,23215,721,30.300000000000004
51141,18792,-375,-69.6
51145,23495,4535,247.0
51147,19652,3763,407.69999999999993
51155,34280,448,5.399999999999999
51157,7111,222,43.7
51159,8517,797,101.7
51167,28744,11,-7.499999999999997
51169,22462,596,22.200000000000006
51171,35363,6506,223.1
51173,32190,-125,-17.999999999999996
51179,103731,25577,351.2999999999999
51181,6894,178,50.39999999999999
51183,12446,-192,6.9
51185,43300,1598,43.89999999999999
51187,32884,4597,190.90000000000003
51193,16391,1073,85.1
51197,27280,1822,59.10000000000001
53001,19243,-259,-2.9000000000000017
53003,20762,776,5.999999999999997
53005,154510,21024,178.9
53007,70403,2259,18.1
53009,61521,9710,141.7
53011,374532,50502,161.6
53013,3945,110,0.20000000000000284
53015,95558,6695,58.60000000000001
53017,35063,3514,136.6
53019,7243,302,41.700000000000024
53021,60844,18318,405.5
53023,2281,-41,27.8
53025,84202,5623,78.69999999999997
53027,67533,5249,82.7
53029,74792,3531,-10.1
53031,25134,4574,173.2
53033,1853987,79331,102.0
53035,243520,7351,14.2
53037,34308,6527,401.4
53039,19622,651,44.90000000000001
53041,69891,5436,76.9
53043,9956,559,116.7
53045,49584,11050,250.29999999999995
53047,41068,204,-9.200000000000006
53049,19889,960,41.90000000000001
53051,11525,1424,180.2
53053,752737,43565,75.0
53055,13722,1953,285.3
53057,107298,9710,81.0
53059,10110,908,170.29999999999995
53061,653743,59803,130.1
53063,436218,34233,89.2
53065,40422,2975,109.4
53067,217147,34856,200.79999999999995
53069,3564,381,77.39999999999998
53071,56815,2085,36.60000000000001
53073,173958,26983,190.8
53075,42445,2236,462.19999999999993
53077,248540,-2815,-16.8
54001,15279,1229,98.6
54003,81053,23008,371.9
54005,25517,-999,-60.2
54007,14396,54,-14.600000000000005
54009,24444,-508,-32.3
54011,96280,-237,15.999999999999995
54013,7405,175,28.0
54015,10401,-1060,-148.90000000000003
54017,7223,935,175.10000000000005
54019,46878,-1001,-54.8
54021,6888,1845,434.80000000000007
54023,11319,552,33.10000000000001
54025,33497,1823,39.2
54027,20424,3427,213.3
54029,31528,-993,-49.0
54031,12774,1195,110.7
54033,67985,841,8.8
54035,28018,1048,29.4
54037,44424,8987,274.8
54039,198077,-5588,-42.3
54041,16493,-202,-37.5
54043,22169,-551,-50.6
54045,36974,-402,-36.10000000000001
54047,26399,-4347,-195.5
54049,55247,950,33.800000000000004
54051,34762,-1818,-57.50000000000001
54053,25763,1422,65.3
54055,61973,66,-19.2
54057,26942,1132,41.1
54059,28201,-1478,-83.49999999999999
54061,84200,11765,409.7
54063,12883,542,37.00000000000001
54065,14626,2817,219.7
54067,26238,-141,-21.5
54069,46044,-1794,-54.0
54071,7997,-343,-111.5
54073,7332,233,31.200000000000006
54075,8771,-98,-41.40000000000001
54077,29080,4304,190.5
54079,52859,2392,60.90000000000001
54081,78707,25,-5.299999999999999
54083,27949,1328,11.6
54085,10153,234,8.700000000000003
54087,15138,-291,-32.099999999999994
54089,13715,132,20.899999999999995
54091,15711,1108,94.2
54093,7058,33,0.9999999999999992
54095,9265,-116,5.999999999999997
54097,23416,722,33.10000000000001
54099,42742,-465,-1.6999999999999993
54101,9460,-360,-56.90000000000001
54103,17329,-836,-72.6
54105,5831,-150,-38.7
54107,87661,-1079,-15.700000000000005
54109,25280,-1598,-63.6
55001,19226,1591,86.80000000000003
55003,16822,-675,-64.7
55005,45251,447,-3.5999999999999956
55007,14756,215,23.3
55009,243399,4580,24.7
55011,13970,-447,-38.49999999999999
55013,15277,114,23.6
55015,44176,4664,176.0
55017,57362,4892,132.6
55019,35631,-1012,-34.89999999999999
55021,53583,3083,96.4
55023,17382,-803,-60.29999999999999
55025,458390,29356,112.3
55027,86660,1991,20.8
55029,27243,392,-6.300000000000003
55031,43775,254,14.9
55033,41564,2130,146.1
55035,97183,1254,59.69999999999998
55037,4872,-482,-92.0
55041,9867,-573,-54.7
55043,50138,884,52.10000000000001
55045,34364,2343,109.4
55047,18817,153,3.499999999999992
55049,23853,-259,6.9
55051,6379,-505,-92.8
55053,19468,967,47.8
55055,79346,4156,85.19999999999997
55057,24262,2335,132.3
55059,158436,8113,77.2
55061,20488,5,7.799999999999998
55063,110575,3690,60.99999999999999
55065,16683,96,47.6
55067,20380,-499,-25.10000000000001
55069,29493,-893,-48.10000000000001
55071,83423,-2276,-31.3
55073,131355,2303,37.2
55075,42333,-782,-24.6
55077,14368,961,78.0
55078,5234,-907,-156.7
55079,1007258,-54613,-49.90000000000001
55081,42891,1684,60.8
55083,35945,1560,98.5
55085,35730,84,7.199999999999997
55087,172251,4100,36.40000000000001
55089,84259,1772,71.90000000000002
55091,7308,117,27.4
55093,38588,2284,143.60000000000005
55095,42109,1922,79.1
55097,69711,73,42.29999999999999
55099,15012,-936,-73.20000000000002
55101,199497,-3826,-9.0
55103,18203,-259,-12.5
55105,159011,1177,19.3
55107,15123,-444,-40.1
55109,69181,14953,302.80000000000007
55111,57295,4529,102.8
55113,16122,440,34.5
55115,40693,1188,32.6
55117,115863,-590,-8.8
55119,20243,362,28.600000000000005
55121,27395,1355,78.29999999999998
55123,29104,557,49.7
55125,20018,1354,97.29999999999998
55127,95296,6811,99.0
55129,15874,-44,5.200000000000004
55131,123038,8402,99.3
55133,372607,15981,79.90000000000002
55135,50514,1695,0.8000000000000034
55137,22654,1774,142.9
55139,162084,4552,41.2
55141,77249,-2769,-53.6
56001,34172,2104,379.7
56003,11428,206,32.6
56005,38074,8079,326.0
56007,16195,-282,37.40000000000001
56009,12698,1099,164.39999999999995
56011,6080,968,311.7
56013,37528,2752,115.2
56015,12547,664,66.6
56017,4640,139,72.4
56019,7066,1465,349.0
56021,87354,4442,58.8
56023,15780,2284,305.2
56025,70256,5100,110.5
56027,2326,138,149.8
56029,26238,1856,89.3
56031,8649,-28,-4.200000000000006
56033,26698,2317,137.1
56035,6372,3852,1027.5
56037,41436,2460,129.3
56039,20074,1244,164.7
56041,21628,-516,5.800000000000009
56043,8446,73,52.1
56045,6639,538,183.3
